,County Name,State,Date,Cases,Deaths,Series_Complete_Yes,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct,Booster_Doses_Vax_Pct
1019333,Reno County,KS,2021-12-17,13493,173,29214,47.1,52.4,24.7
1019334,Republic County,KS,2021-12-17,976,14,2290,49.4,52.6,32.7
1019335,Rice County,KS,2021-12-17,1732,16,3934,41.2,46.4,29.8
1019336,Riley County,KS,2021-12-17,8502,61,26868,36.2,40.5,37.9
1019337,Rooks County,KS,2021-12-17,956,13,2250,45.7,49.8,31.2
1019338,Rush County,KS,2021-12-17,586,16,1454,47.9,53.2,21.0
1019339,Russell County,KS,2021-12-17,1420,33,2811,41.0,45.6,31.5
1019340,Saline County,KS,2021-12-17,9727,185,25618,47.2,53.2,32.7
1019341,Scott County,KS,2021-12-17,934,31,2153,44.6,49.5,27.3
1019342,Sedgwick County,KS,2021-12-17,92138,1073,251736,48.8,60.7,28.3
1019343,Seward County,KS,2021-12-17,5259,53,9058,42.3,57.9,16.2
1019344,Shawnee County,KS,2021-12-17,29524,476,101620,57.5,65.2,34.5
1019345,Sheridan County,KS,2021-12-17,595,16,852,33.8,37.6,36.6
1019346,Sherman County,KS,2021-12-17,1159,13,2450,41.4,45.6,32.0
1019347,Smith County,KS,2021-12-17,489,3,1530,42.7,46.1,36.7
1019348,Stafford County,KS,2021-12-17,832,19,1812,43.6,48.6,36.0
1019349,Stanton County,KS,2021-12-17,332,7,957,47.7,53.1,26.0
1019350,Stevens County,KS,2021-12-17,1034,15,1908,34.8,40.5,27.7
1019351,Sumner County,KS,2021-12-17,3881,62,9329,40.9,46.2,28.7
1019352,Thomas County,KS,2021-12-17,1789,23,3056,39.3,43.7,35.0
1019353,Trego County,KS,2021-12-17,547,8,1067,38.1,40.3,35.1
1019354,Wabaunsee County,KS,2021-12-17,1159,18,3102,44.8,48.9,40.6
1019355,Wallace County,KS,2021-12-17,336,5,546,36.0,37.6,33.3
1019356,Washington County,KS,2021-12-17,967,17,2713,50.2,55.5,40.9
1019357,Wichita County,KS,2021-12-17,343,8,1018,48.0,51.4,34.4
1019358,Wilson County,KS,2021-12-17,1801,34,3466,40.7,44.5,25.2
1019359,Woodson County,KS,2021-12-17,507,10,1266,40.3,45.5,34.4
1019360,Wyandotte County,KS,2021-12-17,30618,372,85425,51.6,61.5,20.5
1019361,Adair County,KY,2021-12-17,3864,85,7023,36.6,41.0,31.3
1019362,Allen County,KY,2021-12-17,4181,78,7933,37.2,41.2,29.1
1019363,Anderson County,KY,2021-12-17,3998,56,11799,51.9,60.3,31.5
1019364,Ballard County,KY,2021-12-17,808,25,2812,35.6,39.6,40.5
1019365,Barren County,KY,2021-12-17,8973,175,19029,43.0,48.4,31.4
1019366,Bath County,KY,2021-12-17,1963,34,6279,50.2,55.7,32.3
1019367,Bell County,KY,2021-12-17,6107,117,11301,43.4,49.6,25.9
1019368,Boone County,KY,2021-12-17,23256,226,77584,58.1,65.7,28.4
1019369,Bourbon County,KY,2021-12-17,3694,42,10577,53.5,61.4,32.5
1019370,Boyd County,KY,2021-12-17,9630,125,21500,46.0,52.9,29.5
1019371,Boyle County,KY,2021-12-17,5790,112,16216,53.9,61.5,36.6
1019372,Bracken County,KY,2021-12-17,1411,19,3696,44.5,48.8,34.2
1019373,Breathitt County,KY,2021-12-17,2216,43,6174,48.9,55.1,29.5
1019374,Breckinridge County,KY,2021-12-17,3332,49,8341,40.7,46.0,35.0
1019375,Bullitt County,KY,2021-12-17,13440,155,34578,42.3,47.6,29.5
1019376,Butler County,KY,2021-12-17,2591,43,5441,42.2,46.2,31.5
1019377,Caldwell County,KY,2021-12-17,2623,53,6193,48.6,54.4,31.1
1019378,Calloway County,KY,2021-12-17,5493,66,16685,42.8,49.3,30.3
1019379,Campbell County,KY,2021-12-17,14112,118,55543,59.4,68.1,30.8
1019380,Carlisle County,KY,2021-12-17,719,12,1853,38.9,42.5,31.2
1019381,Carroll County,KY,2021-12-17,2245,33,4631,43.6,49.5,30.5
1019382,Carter County,KY,2021-12-17,5205,73,12271,45.8,52.2,31.3
1019383,Casey County,KY,2021-12-17,2943,61,5460,33.8,38.4,29.5
1019384,Christian County,KY,2021-12-17,11048,170,22502,31.9,36.6,24.2
1019385,Clark County,KY,2021-12-17,5981,48,18549,51.2,58.2,32.6
1019386,Clay County,KY,2021-12-17,5281,65,8266,41.5,46.7,21.4
1019387,Clinton County,KY,2021-12-17,2441,40,3915,38.3,44.5,27.3
1019388,Crittenden County,KY,2021-12-17,1409,37,3444,39.1,43.6,28.9
1019389,Cumberland County,KY,2021-12-17,1477,19,2758,41.7,45.7,31.5
1019390,Daviess County,KY,2021-12-17,19395,299,51892,51.1,56.7,36.6
1019391,Edmonson County,KY,2021-12-17,1693,34,3993,32.9,36.5,31.9
1019392,Elliott County,KY,2021-12-17,1448,13,2531,33.7,37.3,35.5
1019393,Estill County,KY,2021-12-17,2581,35,6814,48.3,54.0,31.6
1019394,Fayette County,KY,2021-12-17,55864,464,201560,62.4,73.4,33.8
1019395,Fleming County,KY,2021-12-17,2491,41,7078,48.5,53.8,34.6
1019396,Floyd County,KY,2021-12-17,7859,142,19473,54.7,60.6,30.8
1019397,Franklin County,KY,2021-12-17,8072,108,29643,58.1,65.2,36.7
1019398,Fulton County,KY,2021-12-17,858,22,3279,54.9,64.8,18.9
1019399,Gallatin County,KY,2021-12-17,1433,44,3453,38.9,42.5,29.0
1019400,Garrard County,KY,2021-12-17,3080,56,8000,45.3,50.6,31.7
1019401,Grant County,KY,2021-12-17,4908,41,11469,45.7,50.2,29.5
1019402,Graves County,KY,2021-12-17,7756,135,15889,42.6,48.0,31.3
1019403,Grayson County,KY,2021-12-17,5226,101,12680,48.0,53.9,33.1
1019404,Green County,KY,2021-12-17,2604,35,4480,40.9,44.9,32.9
1019405,Greenup County,KY,2021-12-17,7333,103,17418,49.6,57.9,30.4
1019406,Hancock County,KY,2021-12-17,1611,18,4876,55.9,63.0,36.0
1019407,Hardin County,KY,2021-12-17,20232,332,62694,56.5,65.5,24.9
1019408,Harlan County,KY,2021-12-17,6158,149,11419,43.9,49.6,30.2
1019409,Harrison County,KY,2021-12-17,3860,55,8848,46.8,52.3,35.2
1019410,Hart County,KY,2021-12-17,3913,77,6385,33.5,37.6,32.4
1019411,Henderson County,KY,2021-12-17,8747,129,21475,47.5,54.5,29.0
1019412,Henry County,KY,2021-12-17,2986,36,8137,50.5,56.9,30.1
1019413,Hickman County,KY,2021-12-17,595,22,1532,35.0,38.8,30.7
1019414,Hopkins County,KY,2021-12-17,9290,218,21685,48.5,53.8,33.9
1019415,Jackson County,KY,2021-12-17,2994,55,4554,34.2,38.2,28.7
1019416,Jefferson County,KY,2021-12-17,131504,1774,461453,60.2,70.0,33.2
1019417,Jessamine County,KY,2021-12-17,9067,110,27339,50.5,58.5,31.2
1019418,Johnson County,KY,2021-12-17,4075,75,10598,47.8,53.9,29.1
1019419,Kenton County,KY,2021-12-17,27073,306,94710,56.7,64.4,29.8
1019420,Knott County,KY,2021-12-17,2601,44,6764,45.7,50.6,34.7
1019421,Knox County,KY,2021-12-17,7844,104,10736,34.5,38.4,25.9
1019422,Laurel County,KY,2021-12-17,13705,173,23320,38.3,42.8,27.1
1019423,Lawrence County,KY,2021-12-17,3088,46,6942,45.3,51.9,29.9
1019424,Lee County,KY,2021-12-17,1848,39,3498,47.3,51.8,31.3
1019425,Leslie County,KY,2021-12-17,2394,35,4846,49.1,56.5,28.2
1019426,Letcher County,KY,2021-12-17,4378,83,10901,50.6,55.5,35.1
1019427,Lewis County,KY,2021-12-17,2979,65,4809,36.2,40.8,28.1
1019428,Lincoln County,KY,2021-12-17,4623,105,9482,38.6,43.3,28.9
1019429,Livingston County,KY,2021-12-17,1589,47,4285,46.6,52.3,28.2
1019430,Logan County,KY,2021-12-17,5452,97,13021,48.0,54.1,32.1
1019431,Lyon County,KY,2021-12-17,2076,29,4610,56.2,63.0,39.7
1019432,Madison County,KY,2021-12-17,18002,209,41963,45.1,50.9,29.7
1019433,Magoffin County,KY,2021-12-17,2568,34,5877,48.3,54.9,34.6
1019434,Marion County,KY,2021-12-17,4358,59,9084,47.1,52.6,34.7
1019435,Marshall County,KY,2021-12-17,5371,85,15884,51.1,57.9,32.5
1019436,Martin County,KY,2021-12-17,2162,38,5864,52.4,58.5,19.4
1019437,Mason County,KY,2021-12-17,2928,79,8203,48.1,53.7,36.9
1019438,McCracken County,KY,2021-12-17,11328,202,34302,52.4,60.0,31.2
1019439,McCreary County,KY,2021-12-17,3958,66,6342,36.8,41.3,26.1
1019440,McLean County,KY,2021-12-17,1712,41,4429,48.1,52.5,35.5
1019441,Meade County,KY,2021-12-17,3768,47,10105,35.4,40.7,29.2
1019442,Menifee County,KY,2021-12-17,1052,25,2739,42.2,46.9,32.5
1019443,Mercer County,KY,2021-12-17,4839,93,11315,51.6,58.2,33.0
1019444,Metcalfe County,KY,2021-12-17,2145,48,3821,37.9,42.1,32.8
1019445,Monroe County,KY,2021-12-17,2561,67,4639,43.6,48.6,31.5
1019446,Montgomery County,KY,2021-12-17,4933,69,12221,43.4,48.9,33.0
1019447,Morgan County,KY,2021-12-17,3131,17,6113,45.9,50.1,27.7
1019448,Muhlenberg County,KY,2021-12-17,6222,98,14838,48.5,53.7,35.1
1019449,Nelson County,KY,2021-12-17,9308,107,22596,48.9,55.7,29.5
1019450,Nicholas County,KY,2021-12-17,1315,27,3654,50.3,54.7,34.6
1019451,Ohio County,KY,2021-12-17,4853,89,8985,37.4,42.7,32.3
1019452,Oldham County,KY,2021-12-17,11291,111,36303,54.3,61.2,31.2
1019453,Owen County,KY,2021-12-17,1630,29,3871,35.5,39.4,33.0
1019454,Owsley County,KY,2021-12-17,1049,22,1959,44.4,49.0,27.1
1019455,Pendleton County,KY,2021-12-17,2280,28,6066,41.6,45.4,32.8
1019456,Perry County,KY,2021-12-17,6709,128,15083,58.6,66.9,29.9
1019457,Pike County,KY,2021-12-17,11761,220,29360,50.7,56.8,31.6
1019458,Powell County,KY,2021-12-17,3017,27,6085,49.2,55.5,29.6
1019459,Pulaski County,KY,2021-12-17,11822,213,28172,43.4,49.2,30.4
1019460,Robertson County,KY,2021-12-17,440,16,769,36.5,39.0,37.7
1019461,Rockcastle County,KY,2021-12-17,3454,44,6253,37.5,42.3,32.0
1019462,Rowan County,KY,2021-12-17,4315,45,11897,48.6,54.3,33.8
1019463,Russell County,KY,2021-12-17,4231,62,7786,43.4,48.5,34.2
1019464,Scott County,KY,2021-12-17,9615,67,29901,52.5,60.1,31.3
1019465,Shelby County,KY,2021-12-17,7860,122,21650,44.2,50.3,31.6
1019466,Simpson County,KY,2021-12-17,3620,69,8819,47.5,53.6,31.1
1019467,Spencer County,KY,2021-12-17,3299,42,5336,27.6,31.7,52.2
1019468,Taylor County,KY,2021-12-17,6228,98,11672,45.3,51.5,31.0
1019469,Todd County,KY,2021-12-17,1977,37,4860,39.5,45.1,28.2
1019470,Trigg County,KY,2021-12-17,2437,29,6549,44.7,50.5,34.1
1019471,Trimble County,KY,2021-12-17,1448,28,3468,40.9,47.5,25.2
1019472,Union County,KY,2021-12-17,2805,44,5572,38.7,44.2,30.9
1019473,Warren County,KY,2021-12-17,28066,293,48019,36.1,41.0,34.4
1019474,Washington County,KY,2021-12-17,2623,51,5822,48.1,54.3,33.1
1019475,Wayne County,KY,2021-12-17,3613,71,7926,39.0,45.0,30.0
1019476,Webster County,KY,2021-12-17,2612,43,5647,43.6,49.5,29.5
1019477,Whitley County,KY,2021-12-17,9552,139,15153,41.8,46.9,24.9
1019478,Wolfe County,KY,2021-12-17,1384,13,3609,50.4,56.4,34.2
1019479,Woodford County,KY,2021-12-17,3956,34,16779,62.8,72.4,37.0
1019480,Acadia Parish,LA,2021-12-17,10754,254,30943,49.9,55.8,24.3
1019481,Allen Parish,LA,2021-12-17,4834,118,8665,33.8,37.8,22.0
1019482,Ascension Parish,LA,2021-12-17,22348,249,60143,47.5,53.0,24.1
1019483,Assumption Parish,LA,2021-12-17,3718,57,8808,40.2,45.8,25.4
1019484,Avoyelles Parish,LA,2021-12-17,7440,181,17244,43.0,50.3,26.4
1019485,Beauregard Parish,LA,2021-12-17,6212,128,11927,31.8,37.6,24.4
1019486,Bienville Parish,LA,2021-12-17,2540,100,5976,45.1,51.0,27.7
1019487,Bossier Parish,LA,2021-12-17,22398,411,57821,45.5,52.4,21.6
1019488,Caddo Parish,LA,2021-12-17,40654,988,108642,45.2,52.5,27.7
1019489,Calcasieu Parish,LA,2021-12-17,35297,637,80521,39.6,45.8,22.0
1019490,Caldwell Parish,LA,2021-12-17,2327,41,3608,36.4,40.6,30.3
1019491,Cameron Parish,LA,2021-12-17,874,8,1192,17.1,19.2,19.2
1019492,Catahoula Parish,LA,2021-12-17,1834,48,3624,38.2,44.2,23.2
1019493,Claiborne Parish,LA,2021-12-17,2069,66,6140,39.2,43.3,26.2
1019494,Concordia Parish,LA,2021-12-17,3313,80,7444,38.7,46.4,17.4
1019495,De Soto Parish,LA,2021-12-17,4870,113,11031,40.2,45.5,23.6
1019496,East Baton Rouge Parish,LA,2021-12-17,65255,1175,230887,52.5,59.3,29.0
1019497,East Carroll Parish,LA,2021-12-17,1747,33,2885,42.0,47.8,27.1
1019498,East Feliciana Parish,LA,2021-12-17,4565,145,7239,37.8,42.1,28.8
1019499,Evangeline Parish,LA,2021-12-17,5959,143,12010,36.0,40.8,25.3
1019500,Franklin Parish,LA,2021-12-17,4843,142,6957,34.8,39.5,24.6
1019501,Grant Parish,LA,2021-12-17,3944,79,8908,39.8,44.2,22.9
1019502,Iberia Parish,LA,2021-12-17,12739,231,30279,43.4,49.9,26.9
1019503,Iberville Parish,LA,2021-12-17,5925,129,16861,51.9,58.3,25.6
1019504,Jackson Parish,LA,2021-12-17,2832,64,6198,39.4,43.5,23.8
1019505,Jefferson Davis Parish,LA,2021-12-17,4836,131,10894,34.7,38.8,26.0
1019506,Jefferson Parish,LA,2021-12-17,71240,1187,264826,61.2,69.9,27.8
1019507,Lafayette Parish,LA,2021-12-17,40031,411,115084,47.1,53.1,26.9
1019508,Lafourche Parish,LA,2021-12-17,18411,320,41049,42.1,47.9,24.2
1019509,Lincoln Parish,LA,2021-12-17,7355,119,18796,40.2,45.7,26.2
1019510,Livingston Parish,LA,2021-12-17,25055,386,52660,37.4,42.4,22.4
1019511,Madison Parish,LA,2021-12-17,2298,55,4487,41.0,49.4,20.8
1019512,Morehouse Parish,LA,2021-12-17,4634,117,10538,42.4,49.9,27.5
1019513,Natchitoches Parish,LA,2021-12-17,6823,137,15362,40.3,45.3,28.7
1019514,Orleans Parish,LA,2021-12-17,48784,1008,252939,64.8,74.9,31.1
1019515,Ouachita Parish,LA,2021-12-17,32617,607,64644,42.2,48.1,24.5
1019516,Plaquemines Parish,LA,2021-12-17,4088,40,13462,58.0,66.6,20.5
1019517,Pointe Coupee Parish,LA,2021-12-17,4017,85,11379,52.4,57.8,31.7
1019518,Rapides Parish,LA,2021-12-17,21756,481,60158,46.4,53.7,24.2
1019519,Red River Parish,LA,2021-12-17,1438,49,2893,34.3,38.7,21.6
1019520,Richland Parish,LA,2021-12-17,4441,80,8146,40.5,45.2,26.8
1019521,Sabine Parish,LA,2021-12-17,4599,96,8396,35.2,41.1,21.4
1019522,St. Bernard Parish,LA,2021-12-17,7130,98,21481,45.5,51.9,22.5
1019523,St. Charles Parish,LA,2021-12-17,9125,128,28167,53.0,59.9,25.3
1019524,St. Helena Parish,LA,2021-12-17,1270,19,2919,28.8,33.0,28.5
1019525,St. James Parish,LA,2021-12-17,3572,70,10222,48.5,57.8,26.7
1019526,St. John the Baptist Parish,LA,2021-12-17,6454,173,23690,55.3,64.2,23.0
1019527,St. Landry Parish,LA,2021-12-17,14523,352,31774,38.7,44.0,28.6
1019528,St. Martin Parish,LA,2021-12-17,8601,163,20283,38.0,42.4,24.9
1019529,St. Mary Parish,LA,2021-12-17,8678,229,20922,42.4,48.4,25.9
1019530,St. Tammany Parish,LA,2021-12-17,44938,738,139825,53.7,59.7,28.6
1019531,Tangipahoa Parish,LA,2021-12-17,23231,531,58252,43.2,49.4,24.4
1019532,Tensas Parish,LA,2021-12-17,565,10,2555,59.0,68.3,23.9
1019533,Terrebonne Parish,LA,2021-12-17,20032,360,46637,42.2,49.6,22.0
1019534,Union Parish,LA,2021-12-17,4299,112,9448,42.7,47.4,27.8
1019535,Vermilion Parish,LA,2021-12-17,10472,195,21225,35.7,40.8,26.5
1019536,Vernon Parish,LA,2021-12-17,6561,167,23464,49.5,56.7,12.3
1019537,Washington Parish,LA,2021-12-17,8322,222,18118,39.2,44.6,27.0
1019538,Webster Parish,LA,2021-12-17,6904,152,15505,40.4,45.7,26.2
1019539,West Baton Rouge Parish,LA,2021-12-17,4480,79,13408,50.7,56.3,24.7
1019540,West Carroll Parish,LA,2021-12-17,2206,52,4200,38.8,43.4,23.4
1019541,West Feliciana Parish,LA,2021-12-17,1516,41,13124,84.3,92.9,36.9
1019542,Winn Parish,LA,2021-12-17,2687,58,5907,42.5,47.4,19.4
1019543,Barnstable County,MA,2021-12-17,21986,546,12215,5.7,9.2,13.3
1019544,Berkshire County,MA,2021-12-17,12005,336,68404,54.7,66.5,43.4
1019545,Bristol County,MA,2021-12-17,96451,1996,343963,60.9,72.3,27.4
1019546,Dukes County,MA,2021-12-17,2158,0,654,3.8,6.1,20.0
1019547,Essex County,MA,2021-12-17,132872,2662,545771,69.2,81.4,31.9
1019548,Franklin County,MA,2021-12-17,4734,127,45047,64.2,77.7,39.0
1019549,Hampden County,MA,2021-12-17,76954,1730,284295,61.0,73.0,29.3
1019550,Hampshire County,MA,2021-12-17,14139,335,101790,63.3,75.2,41.7
1019551,Middlesex County,MA,2021-12-17,186874,4057,1212560,75.2,88.4,35.3
1019552,Norfolk County,MA,2021-12-17,74907,1923,523894,74.1,86.0,36.4
1019553,Plymouth County,MA,2021-12-17,71463,1625,338865,65.0,76.6,32.5
1019554,Suffolk County,MA,2021-12-17,120820,1970,547766,68.1,80.8,29.4
1019555,Worcester County,MA,2021-12-17,115376,2510,540524,65.1,78.2,31.2
1019556,Allegany County,MD,2021-12-17,10726,272,37380,53.1,59.3,34.6
1019557,Anne Arundel County,MD,2021-12-17,56103,795,418983,72.3,80.7,32.0
1019558,Baltimore County,MD,2021-12-17,81122,1906,551403,66.6,73.4,34.0
1019559,Calvert County,MD,2021-12-17,6086,102,60616,65.5,72.5,35.3
1019560,Caroline County,MD,2021-12-17,3614,54,17872,53.5,58.3,33.1
1019561,Carroll County,MD,2021-12-17,13004,297,116721,69.3,75.6,37.4
1019562,Cecil County,MD,2021-12-17,9651,194,55668,54.1,63.5,25.6
1019563,Charles County,MD,2021-12-17,15068,268,101674,62.3,69.9,27.3
1019564,Dorchester County,MD,2021-12-17,4507,87,17446,54.6,61.3,35.2
1019565,Frederick County,MD,2021-12-17,26247,397,185227,71.4,79.4,33.9
1019566,Garrett County,MD,2021-12-17,3909,86,13812,47.6,54.4,37.5
1019567,Harford County,MD,2021-12-17,22674,372,167650,65.6,72.5,32.6
1019568,Howard County,MD,2021-12-17,23804,287,257213,79.0,87.9,39.1
1019569,Kent County,MD,2021-12-17,1923,57,12430,64.0,72.7,42.9
1019570,Montgomery County,MD,2021-12-17,86011,1737,864377,82.3,95.0,34.2
1019571,Prince George's County,MD,2021-12-17,102652,1759,611051,67.2,78.0,24.7
1019572,Queen Anne's County,MD,2021-12-17,4274,77,31398,62.3,68.9,35.3
1019573,Somerset County,MD,2021-12-17,3471,55,11910,46.5,53.5,32.2
1019574,St. Mary's County,MD,2021-12-17,10513,176,72557,63.9,70.1,30.4
1019575,Talbot County,MD,2021-12-17,3193,58,25735,69.2,77.6,44.9
1019576,Washington County,MD,2021-12-17,22026,429,83670,55.4,61.4,34.2
1019577,Wicomico County,MD,2021-12-17,11822,236,53545,51.7,57.8,31.9
1019578,Worcester County,MD,2021-12-17,5309,125,35273,67.5,76.9,37.3
1019579,Androscoggin County,ME,2021-12-17,14525,141,70944,65.5,72.9,35.1
1019580,Aroostook County,ME,2021-12-17,6663,97,43619,65.0,71.1,43.5
1019581,Cumberland County,ME,2021-12-17,26527,262,244613,82.9,91.9,40.0
1019582,Franklin County,ME,2021-12-17,3412,40,18232,60.4,67.2,40.0
1019583,Hancock County,ME,2021-12-17,4037,61,40096,72.9,80.8,43.9
1019584,Kennebec County,ME,2021-12-17,13377,138,82725,67.6,76.0,37.2
1019585,Knox County,ME,2021-12-17,2693,17,31722,79.8,87.3,45.2
1019586,Lincoln County,ME,2021-12-17,2472,10,26761,77.3,84.9,45.3
1019587,Oxford County,ME,2021-12-17,7120,94,37209,64.2,73.2,36.5
1019588,Penobscot County,ME,2021-12-17,16057,213,102786,67.6,74.4,36.9
1019589,Piscataquis County,ME,2021-12-17,1847,15,9875,58.8,63.8,38.7
1019590,Sagadahoc County,ME,2021-12-17,2748,16,26995,75.3,81.5,40.4
1019591,Somerset County,ME,2021-12-17,5958,70,29436,58.3,63.9,36.8
1019592,Waldo County,ME,2021-12-17,3240,36,26790,67.5,74.9,39.9
1019593,Washington County,ME,2021-12-17,2635,38,21408,68.2,76.3,40.0
1019594,York County,ME,2021-12-17,22007,182,159330,76.7,88.0,35.0
1019595,Alcona County,MI,2021-12-17,1390,54,5837,56.1,57.9,39.3
1019596,Alger County,MI,2021-12-17,1051,10,5501,60.4,65.0,41.6
1019597,Allegan County,MI,2021-12-17,19616,258,57702,48.9,51.0,40.8
1019598,Alpena County,MI,2021-12-17,4392,102,14997,52.8,54.5,39.3
1019599,Antrim County,MI,2021-12-17,3069,48,12957,55.6,59.4,43.8
1019600,Arenac County,MI,2021-12-17,2290,49,7310,49.1,52.0,41.9
1019601,Baraga County,MI,2021-12-17,1458,47,4725,57.6,64.2,34.2
1019602,Barry County,MI,2021-12-17,10403,123,28277,45.9,47.9,42.1
1019603,Bay County,MI,2021-12-17,18614,456,55903,54.2,57.6,40.7
1019604,Benzie County,MI,2021-12-17,2323,48,11370,64.0,67.9,42.7
1019605,Berrien County,MI,2021-12-17,24157,372,80782,52.7,58.0,33.9
1019606,Branch County,MI,2021-12-17,8337,132,18415,42.3,45.4,36.7
1019607,Calhoun County,MI,2021-12-17,24049,443,65734,49.0,51.6,36.0
1019608,Cass County,MI,2021-12-17,8746,108,21058,40.7,46.5,29.0
1019609,Charlevoix County,MI,2021-12-17,3303,49,16108,61.6,64.9,44.3
1019610,Cheboygan County,MI,2021-12-17,3524,79,13498,53.4,56.5,40.3
1019611,Chippewa County,MI,2021-12-17,4906,63,24689,66.1,71.7,35.4
1019612,Clare County,MI,2021-12-17,4978,126,13686,44.2,46.3,41.9
1019613,Clinton County,MI,2021-12-17,13574,154,42775,53.7,56.1,43.4
1019614,Crawford County,MI,2021-12-17,1899,20,6861,48.9,51.9,42.2
1019615,Delta County,MI,2021-12-17,6973,131,21219,59.3,62.9,36.8
1019616,Dickinson County,MI,2021-12-17,4960,92,16177,64.1,70.3,30.3
1019617,Eaton County,MI,2021-12-17,17567,310,59155,53.6,56.5,41.6
1019618,Emmet County,MI,2021-12-17,4358,57,23189,69.4,73.5,41.4
1019619,Genesee County,MI,2021-12-17,68584,1280,192266,47.4,50.6,37.8
1019620,Gladwin County,MI,2021-12-17,3980,90,11638,45.7,48.5,41.3
1019621,Gogebic County,MI,2021-12-17,2279,62,8825,63.1,67.6,40.1
1019622,Grand Traverse County,MI,2021-12-17,11857,166,59634,64.1,67.9,44.2
1019623,Gratiot County,MI,2021-12-17,7593,153,17688,43.4,45.3,39.3
1019624,Hillsdale County,MI,2021-12-17,8065,163,16532,36.3,38.6,37.0
1019625,Houghton County,MI,2021-12-17,5567,66,17652,49.5,51.9,34.0
1019626,Huron County,MI,2021-12-17,6148,119,16035,51.8,53.9,45.0
1019627,Ingham County,MI,2021-12-17,39905,556,157764,54.0,57.3,40.4
1019628,Ionia County,MI,2021-12-17,11785,134,28595,44.2,45.9,37.9
1019629,Iosco County,MI,2021-12-17,3731,112,13604,54.1,57.5,38.3
1019630,Iron County,MI,2021-12-17,1828,70,5989,54.1,57.7,36.8
1019631,Isabella County,MI,2021-12-17,11023,155,29428,42.1,44.6,38.5
1019632,Jackson County,MI,2021-12-17,27862,410,78597,49.6,51.4,36.6
1019633,Kalamazoo County,MI,2021-12-17,37837,525,153155,57.8,60.2,41.5
1019634,Kalkaska County,MI,2021-12-17,2398,44,8075,44.8,47.0,39.5
1019635,Kent County,MI,2021-12-17,117724,1190,376544,57.3,59.4,37.9
1019636,Keweenaw County,MI,2021-12-17,386,11,1189,56.2,60.5,40.3
1019637,Lake County,MI,2021-12-17,1347,30,6540,55.2,57.6,34.5
1019638,Lapeer County,MI,2021-12-17,14995,306,39244,44.8,47.5,37.2
1019639,Leelanau County,MI,2021-12-17,2389,39,17238,79.2,85.7,44.7
1019640,Lenawee County,MI,2021-12-17,17114,238,49117,49.9,53.3,35.4
1019641,Livingston County,MI,2021-12-17,31524,334,109884,57.2,59.6,37.3
1019642,Luce County,MI,2021-12-17,983,5,2657,42.7,45.9,42.2
1019643,Mackinac County,MI,2021-12-17,1644,18,7772,72.0,79.4,36.8
1019644,Macomb County,MI,2021-12-17,153830,3090,470304,53.8,56.3,33.7
1019645,Manistee County,MI,2021-12-17,2414,54,14048,57.2,59.6,46.7
1019646,Marquette County,MI,2021-12-17,8860,94,40677,61.0,64.7,39.0
1019647,Mason County,MI,2021-12-17,4626,64,16757,57.5,59.9,47.4
1019648,Mecosta County,MI,2021-12-17,6199,78,17171,39.5,40.9,42.9
1019649,Menominee County,MI,2021-12-17,4111,59,15337,67.3,75.2,26.6
1019650,Midland County,MI,2021-12-17,13019,175,46471,55.9,59.1,39.7
1019651,Missaukee County,MI,2021-12-17,2194,45,6988,46.2,47.9,40.6
1019652,Monroe County,MI,2021-12-17,25935,354,80085,53.2,58.4,31.4
1019653,Montcalm County,MI,2021-12-17,11286,157,25489,39.9,41.3,38.2
1019654,Montmorency County,MI,2021-12-17,1324,39,4878,52.3,54.8,43.5
1019655,Muskegon County,MI,2021-12-17,28429,493,89738,51.7,53.4,41.4
1019656,Newaygo County,MI,2021-12-17,8556,124,20678,42.2,43.5,39.7
1019657,Oakland County,MI,2021-12-17,184721,2994,789003,62.7,66.9,37.6
1019658,Oceana County,MI,2021-12-17,4832,82,13577,51.3,53.0,40.3
1019659,Ogemaw County,MI,2021-12-17,3257,80,9040,43.1,45.3,38.8
1019660,Ontonagon County,MI,2021-12-17,727,26,3837,67.1,72.3,48.0
1019661,Osceola County,MI,2021-12-17,3812,55,9364,39.9,41.6,42.6
1019662,Oscoda County,MI,2021-12-17,1154,49,3324,40.3,43.9,38.8
1019663,Otsego County,MI,2021-12-17,4185,75,13005,52.7,55.8,42.1
